tema,vibe,pergunta,indicador,M1,M2,M3,M4
 3 - A Vida em quarentena,FUGA NOS PRAZERES; QUARENTENA RELATIVA,Q57. E quais hábitos você iniciou durante a quarentena? ,Começou a ir ao shopping/compras durante a quarentena,0.00,0.00,2.90,2.70
 3 - A Vida em quarentena,QUARENTENA RELATIVA,Q57. E quais hábitos você iniciou durante a quarentena? ,Começou a ir a shows/cinema/teatro durante a quarentena,0.00,0.00,2.13,2.00
 3 - A Vida em quarentena,QUARENTENA RELATIVA,Q57. E quais hábitos você iniciou durante a quarentena? ,Começou a ir ao estádio de futebol/assistir outros esportes durante a quarentena,0.00,0.00,2.28,2.13
 3 - A Vida em quarentena,QUARENTENA RELATIVA,Q57. E quais hábitos você iniciou durante a quarentena? ,Começou a ir à faculdade/cursos durante a quarentena,0.00,0.00,2.50,3.25
 3 - A Vida em quarentena,,Q57. E quais hábitos você iniciou durante a quarentena? ,Não sabem dizer quais hábitos iniciaram durante a quarentena,0.00,0.00,61.39,61.20
 3 - A Vida em quarentena,,"Q58 (ANTIGA Q44). Nesse momento em que ficar em casa é mandatório, qual você considera a parte mais esperada do seu dia?",Dormir é a parte mais esperada do dia,43.30,43.40,44.94,45.75
 3 - A Vida em quarentena,FUGA NOS PRAZERES,"Q58 (ANTIGA Q44). Nesse momento em que ficar em casa é mandatório, qual você considera a parte mais esperada do seu dia?",Fazer as refeições é a parte mais esperada do dia,42.40,35.85,35.07,36.18
 3 - A Vida em quarentena,,"Q58 (ANTIGA Q44). Nesse momento em que ficar em casa é mandatório, qual você considera a parte mais esperada do seu dia?",Cuidados pessoais são a parte mais esperada do dia,28.30,22.43,23.77,24.00
 3 - A Vida em quarentena,,"Q58 (ANTIGA Q44). Nesse momento em que ficar em casa é mandatório, qual você considera a parte mais esperada do seu dia?",Cuidar de filhos/parentes que moram comigo é a parte mais esperada do dia,19.40,17.20,14.82,16.00
 3 - A Vida em quarentena,CORONALOVE,"Q58 (ANTIGA Q44). Nesse momento em que ficar em casa é mandatório, qual você considera a parte mais esperada do seu dia?",Conversar com amigos/família online é a parte mais esperada do dia,31.50,27.08,24.75,25.53
 3 - A Vida em quarentena,,"Q58 (ANTIGA Q44). Nesse momento em que ficar em casa é mandatório, qual você considera a parte mais esperada do seu dia?",Trabalhar (home office) é a parte mais esperada do dia,16.60,12.00,11.92,11.50
 3 - A Vida em quarentena,,"Q58 (ANTIGA Q44). Nesse momento em que ficar em casa é mandatório, qual você considera a parte mais esperada do seu dia?",Praticar uma atividade Física Online é a parte mais esperada do dia,10.90,7.73,8.62,9.13
 3 - A Vida em quarentena,,"Q58 (ANTIGA Q44). Nesse momento em que ficar em casa é mandatório, qual você considera a parte mais esperada do seu dia?",Assistir a Lives de Bandas/Cantores que eu gosto é a parte mais esperada do dia,15.90,15.73,13.82,12.33
 3 - A Vida em quarentena,,"Q58 (ANTIGA Q44). Nesse momento em que ficar em casa é mandatório, qual você considera a parte mais esperada do seu dia?",Fazer aulas/cursos online é a parte mais esperada do dia,19.20,16.28,15.87,15.55
 3 - A Vida em quarentena,,"Q58 (ANTIGA Q44). Nesse momento em que ficar em casa é mandatório, qual você considera a parte mais esperada do seu dia?",Não sabem dizer qual é a parte mais esperada do dia,9.80,9.00,9.50,9.03
 3 - A Vida em quarentena,,Q59 (ADICIONADA ONDA 6). E em quais momentos do dia se torna mais difícil o isolamento social? ,Manhã é o momento do dia mais difícil no isolamento,0.00,10.97,11.35,12.08
 3 - A Vida em quarentena,,Q59 (ADICIONADA ONDA 6). E em quais momentos do dia se torna mais difícil o isolamento social? ,Tarde é o momento do dia mais difícil no isolamento,0.00,26.57,25.97,25.18
 3 - A Vida em quarentena,,Q59 (ADICIONADA ONDA 6). E em quais momentos do dia se torna mais difícil o isolamento social? ,Noite é o momento do dia mais difícil no isolamento,0.00,18.67,22.00,22.43
 3 - A Vida em quarentena,DESEJO DE IMUNIDADE ,Q59 (ADICIONADA ONDA 6). E em quais momentos do dia se torna mais difícil o isolamento social? ,Todos os momento do dia são difíceis no isolamento,0.00,22.87,22.35,21.15
 3 - A Vida em quarentena,,Q59 (ADICIONADA ONDA 6). E em quais momentos do dia se torna mais difícil o isolamento social? ,Não sabem qual é o momento do dia mais difícil no isolamento,0.00,26.47,23.62,24.60
 3 - A Vida em quarentena,,Q60 (ANTIGA Q45). Tem algo que você gostaria de fazer nessa quarentena que ainda não fez? ,Têm algo que gostaria de fazer nessa quarentena que ainda não fez,49.70,50.13,48.44,47.70
 3 - A Vida em quarentena,,Q60 (ANTIGA Q45). Tem algo que você gostaria de fazer nessa quarentena que ainda não fez? ,Não têm algo que gostaria de fazer nessa quarentena que ainda não fez,50.30,49.88,51.56,52.30
 3 - A Vida em quarentena,REDESCOBERTA DO LAR,"Q62 (ANTIGA Q47). Quais foram suas principais ""descobertas"" nesse período de quarentena?","Reparos necessários na casa foi sua principal ""descoberta"" nesse período",31.10,29.23,30.47,32.58
 3 - A Vida em quarentena,EGODEMIA,"Q62 (ANTIGA Q47). Quais foram suas principais ""descobertas"" nesse período de quarentena?","Reinventar o convívio diário com a família foi sua principal ""descoberta"" nesse período",31.10,28.71,29.07,29.88
 3 - A Vida em quarentena,EGODEMIA,"Q62 (ANTIGA Q47). Quais foram suas principais ""descobertas"" nesse período de quarentena?","Novas receitas foi sua principal ""descoberta"" nesse período",29.30,29.91,35.07,36.20
 3 - A Vida em quarentena,EGODEMIA,"Q62 (ANTIGA Q47). Quais foram suas principais ""descobertas"" nesse período de quarentena?","Buscar formas de lidar com a ansiedade foi sua principal ""descoberta"" nesse período",26.90,26.81,27.02,28.23
 3 - A Vida em quarentena,EGODEMIA,"Q62 (ANTIGA Q47). Quais foram suas principais ""descobertas"" nesse período de quarentena?","Funcionalidades da tecnologia (aprendeu a usar, ou passou usar melhor) foi sua principal ""descoberta"" nesse período",24.50,23.86,25.95,26.73
 3 - A Vida em quarentena,EGODEMIA,"Q62 (ANTIGA Q47). Quais foram suas principais ""descobertas"" nesse período de quarentena?","Antigos ""hobbies"" foi sua principal ""descoberta"" nesse período",20.50,20.36,21.22,21.30
 3 - A Vida em quarentena,EGODEMIA,"Q62 (ANTIGA Q47). Quais foram suas principais ""descobertas"" nesse período de quarentena?","Descobrir maneiras de se manter fisicamente ativo foi sua principal ""descoberta"" nesse período",20.20,17.33,18.52,20.50
 3 - A Vida em quarentena,EGODEMIA; EMPATIA FINANCEIRA,"Q62 (ANTIGA Q47). Quais foram suas principais ""descobertas"" nesse período de quarentena?","Solidariedade de vizinhos e da sua comunidade foi sua principal ""descoberta"" nesse período",18.50,15.65,16.02,15.80
 3 - A Vida em quarentena,,"Q62 (ANTIGA Q47). Quais foram suas principais ""descobertas"" nesse período de quarentena?","Auxiliar/Motivar as crianças nas atividades escolares em casa foi sua principal ""descoberta"" nesse período",13.50,12.00,12.85,13.75
 3 - A Vida em quarentena,,"Q62 (ANTIGA Q47). Quais foram suas principais ""descobertas"" nesse período de quarentena?","Não sabem qual foi sua principal ""descoberta"" nesse período",16.90,15.71,14.60,13.18
 3 - A Vida em quarentena,,"Q63 (ADICIONADA ONDA 6). E qual o principal efeito positivo, se existiu algum, dessa quarentena? ",Menos poluição no ar foi o principal efeito positivo dessa quarentena ,0.00,58.13,56.66,47.80
 3 - A Vida em quarentena,QUARENTENA RELATIVA,"Q63 (ADICIONADA ONDA 6). E qual o principal efeito positivo, se existiu algum, dessa quarentena? ",Menor trânsito nas ruas foi o principal efeito positivo dessa quarentena ,0.00,45.00,41.04,47.08
 3 - A Vida em quarentena,REDESCOBERTA DO LAR,"Q63 (ADICIONADA ONDA 6). E qual o principal efeito positivo, se existiu algum, dessa quarentena? ",Passar mais tempo em casa foi o principal efeito positivo dessa quarentena ,0.00,37.83,39.22,29.78
 3 - A Vida em quarentena,,"Q63 (ADICIONADA ONDA 6). E qual o principal efeito positivo, se existiu algum, dessa quarentena? ",Ruas mais tranquilas (menor quantidade de pessoas) foi o principal efeito positivo dessa quarentena ,0.00,40.07,37.79,31.75
 3 - A Vida em quarentena,,"Q63 (ADICIONADA ONDA 6). E qual o principal efeito positivo, se existiu algum, dessa quarentena? ",Não ter que me arrumar todos os dias foi o principal efeito positivo dessa quarentena ,0.00,24.43,26.30,30.08
 3 - A Vida em quarentena,,"Q63 (ADICIONADA ONDA 6). E qual o principal efeito positivo, se existiu algum, dessa quarentena? ",Não ter que me deslocar até o trabalho foi o principal efeito positivo dessa quarentena ,0.00,17.50,19.42,29.18
 3 - A Vida em quarentena,,"Q63 (ADICIONADA ONDA 6). E qual o principal efeito positivo, se existiu algum, dessa quarentena? ",Não sabem qual foi o principal efeito positivo dessa quarentena ,0.00,8.93,9.62,10.43
 3 - A Vida em quarentena,,"Q64 (ANTIGA Q40). Em relação às suas despesas (alimentos), qual foi o seu comportamento diante da quarentena? ",Foram ao mercado e fizeram uma compra mensal ,26.73,24.63,24.50,25.93
 3 - A Vida em quarentena,,"Q64 (ANTIGA Q40). Em relação às suas despesas (alimentos), qual foi o seu comportamento diante da quarentena? ",Vão ao mercado apenas quando precisam,61.78,63.48,65.20,63.50
 3 - A Vida em quarentena,,"Q64 (ANTIGA Q40). Em relação às suas despesas (alimentos), qual foi o seu comportamento diante da quarentena? ",Fizeram um estoque de compras suficiente para mais de um mês,7.98,9.20,7.48,7.68
 3 - A Vida em quarentena,QUARENTENA RELATIVA,"Q65 (ADICIONADA ONDA 6). Pensando em quantas vezes você ia ao supermercado antes da quarentena, e quantas vezes vai ao supermercado agora, esse número mudou? ",Vão MAIS vezes ao supermercado por DIA ,0.00,2.57,3.70,3.53
 3 - A Vida em quarentena,QUARENTENA RELATIVA,"Q65 (ADICIONADA ONDA 6). Pensando em quantas vezes você ia ao supermercado antes da quarentena, e quantas vezes vai ao supermercado agora, esse número mudou? ",Vão MAIS vezes ao supermercado por SEMANA ,0.00,11.53,9.17,9.25
 3 - A Vida em quarentena,,"Q65 (ADICIONADA ONDA 6). Pensando em quantas vezes você ia ao supermercado antes da quarentena, e quantas vezes vai ao supermercado agora, esse número mudou? ", A frequência de idas ao supermercado não mudou,0.00,32.57,31.39,34.38
 3 - A Vida em quarentena,,"Q65 (ADICIONADA ONDA 6). Pensando em quantas vezes você ia ao supermercado antes da quarentena, e quantas vezes vai ao supermercado agora, esse número mudou? ",Vão MENOS vezes ao supermercado por SEMANA ,0.00,40.93,42.27,40.65
 3 - A Vida em quarentena,,"Q65 (ADICIONADA ONDA 6). Pensando em quantas vezes você ia ao supermercado antes da quarentena, e quantas vezes vai ao supermercado agora, esse número mudou? ",Vão MENOS vezes ao supermercado por DIA ,0.00,6.43,6.95,6.13
 3 - A Vida em quarentena,,"Q65 (ADICIONADA ONDA 6). Pensando em quantas vezes você ia ao supermercado antes da quarentena, e quantas vezes vai ao supermercado agora, esse número mudou? ",Não sabem dizer sobre a frequência de idas ao supermercado,0.00,3.87,4.30,3.83
 3 - A Vida em quarentena,FUGA NOS PRAZERES,Q66 (ANTIGA Q41). Você costuma fazer compras por Delivery? (Aplicativos/internet),Fazem compras por Delivery,49.25,52.78,56.26,56.80
 3 - A Vida em quarentena,,Q66 (ANTIGA Q41). Você costuma fazer compras por Delivery? (Aplicativos/internet),Não fazem compras por Delivery,50.75,47.23,43.74,43.20
 3 - A Vida em quarentena,,Q67 (ANTIGA Q42). Há quanto tempo você fez o seu estoque de compras?,Fizeram o seu estoque de compras no dia da pesquisa,6.57,6.54,8.67,7.11
 3 - A Vida em quarentena,,Q67 (ANTIGA Q42). Há quanto tempo você fez o seu estoque de compras?,Fizeram o seu estoque de compras dois dias antes da pesquisa,19.13,15.66,13.97,16.56
 3 - A Vida em quarentena,,Q67 (ANTIGA Q42). Há quanto tempo você fez o seu estoque de compras?,Fizeram o seu estoque de compras na semana anterior a pesquisa,36.32,29.34,29.35,29.31
 3 - A Vida em quarentena,,Q67 (ANTIGA Q42). Há quanto tempo você fez o seu estoque de compras?,Fizeram o seu estoque de compras nos 15 dias anteriores a pesquisaos,24.63,20.01,22.04,20.34
 3 - A Vida em quarentena,,Q67 (ANTIGA Q42). Há quanto tempo você fez o seu estoque de compras?,Fizeram o seu estoque de compras no mês anterior a pesquisa,13.36,28.47,25.97,26.70
 3 - A Vida em quarentena,,Q68 (ANTIGA Q43). Para quantos meses você fez o seu estoque de alimentos?,Fizeram estoque de alimentos para 1 a 3 meses,86.24,78.37,82.90,74.44
 3 - A Vida em quarentena,,Q68 (ANTIGA Q43). Para quantos meses você fez o seu estoque de alimentos?,Fizeram estoque de alimentos para 3 a 6 meses,12.46,15.41,13.37,20.04
 3 - A Vida em quarentena,,Q68 (ANTIGA Q43). Para quantos meses você fez o seu estoque de alimentos?,Fizeram estoque de alimentos para +6 meses,1.30,6.22,3.73,5.52
 3 - A Vida em quarentena,,Q69 (ANTIGA Q44). O que você comprou a mais em seu estoque de produtos?,Compraram alimentos pereciveis a mais em seu estoque de produtos,18.30,15.23,20.49,15.49
 3 - A Vida em quarentena,,Q69 (ANTIGA Q44). O que você comprou a mais em seu estoque de produtos?,Compraram alimentos não pereciveis a mais em seu estoque de produtos,43.81,40.25,38.43,31.71
 3 - A Vida em quarentena,,Q69 (ANTIGA Q44). O que você comprou a mais em seu estoque de produtos?,Compraram bebidas lácteas (de leite ou derivados de leite)  a mais em seu estoque de produtos,3.88,3.60,6.31,4.26
 3 - A Vida em quarentena,,Q69 (ANTIGA Q44). O que você comprou a mais em seu estoque de produtos?,Compraram sucos prontos a mais em seu estoque de produtos,1.87,2.73,2.99,1.26
 3 - A Vida em quarentena,,Q69 (ANTIGA Q44). O que você comprou a mais em seu estoque de produtos?,Compraram cervejas a mais em seu estoque de produtos,2.84,2.99,3.07,2.88
 3 - A Vida em quarentena,,Q69 (ANTIGA Q44). O que você comprou a mais em seu estoque de produtos?,"Compraram refrigerantes, Água com gás, Tônica a mais em seu estoque de produtos",4.05,2.70,3.69,4.59
 3 - A Vida em quarentena,,Q69 (ANTIGA Q44). O que você comprou a mais em seu estoque de produtos?,Compraram destilados a mais em seu estoque de produtos,0.59,2.83,1.96,2.52
 3 - A Vida em quarentena,,Q69 (ANTIGA Q44). O que você comprou a mais em seu estoque de produtos?,Compraram chás a mais em seu estoque de produtos,1.56,1.69,0.66,2.89
 3 - A Vida em quarentena,,Q69 (ANTIGA Q44). O que você comprou a mais em seu estoque de produtos?,Compraram sabonete (Sólido/Líquido/Gel) a mais em seu estoque de produtos,5.73,3.84,2.06,4.26
 3 - A Vida em quarentena,,Q69 (ANTIGA Q44). O que você comprou a mais em seu estoque de produtos?,Compraram shampoos / Condicionador a mais em seu estoque de produtos,1.21,3.36,2.35,5.13
 3 - A Vida em quarentena,,Q69 (ANTIGA Q44). O que você comprou a mais em seu estoque de produtos?,Compraram pasta / Escova de dentes a mais em seu estoque de produtos,1.68,1.63,1.95,3.29
 3 - A Vida em quarentena,,Q69 (ANTIGA Q44). O que você comprou a mais em seu estoque de produtos?,Compraram barbeador a mais em seu estoque de produtos,0.99,2.22,1.03,2.55
 3 - A Vida em quarentena,,Q69 (ANTIGA Q44). O que você comprou a mais em seu estoque de produtos?,Compraram desodorante a mais em seu estoque de produtos,2.19,4.07,0.35,3.29
 3 - A Vida em quarentena,,Q69 (ANTIGA Q44). O que você comprou a mais em seu estoque de produtos?,Compraram hidratante a mais em seu estoque de produtos,0.89,1.57,2.01,1.90
 3 - A Vida em quarentena,,Q69 (ANTIGA Q44). O que você comprou a mais em seu estoque de produtos?,Compraram produtos de limpeza a mais em seu estoque de produtos,8.10,9.40,10.39,11.71
 3 - A Vida em quarentena,,Q70 (ANTIGA Q45). O quanto você está disposto para pagar a mais por itens para estocagem?,Estão dispostos a pagar 5 a a 10 a mais por itens para estocagem,30.88,26.43,28.96,23.84
 3 - A Vida em quarentena,,Q70 (ANTIGA Q45). O quanto você está disposto para pagar a mais por itens para estocagem?,Estão dispostos a pagar 10 a a 30 a mais por itens para estocagem,14.37,14.05,13.67,19.63
 3 - A Vida em quarentena,,Q70 (ANTIGA Q45). O quanto você está disposto para pagar a mais por itens para estocagem?,Estão dispostos a pagar 30 a a 50 a mais por itens para estocageme,5.96,8.29,9.50,11.89
 3 - A Vida em quarentena,,Q70 (ANTIGA Q45). O quanto você está disposto para pagar a mais por itens para estocagem?,Estão dispostos a pagar mais de 50 a mais por itens para estocageme ,2.09,4.98,4.25,3.53
 3 - A Vida em quarentena,,Q70 (ANTIGA Q45). O quanto você está disposto para pagar a mais por itens para estocagem?,Não estão dispostos a pagar nada mais por itens para estocageme ,46.71,46.26,43.63,41.12
 3 - A Vida em quarentena,,Q71 (ANTIGA Q62). Por que você decidiu por NÃO estocar alimentos?,"Decidiu por NÃO estocar alimentos, por não ter necessidade",0.00,60.97,62.89,64.20
 3 - A Vida em quarentena,,Q71 (ANTIGA Q62). Por que você decidiu por NÃO estocar alimentos?,"Decidiu por NÃO estocar alimentos, por falta de dinheiro",0.00,26.40,24.94,21.88
 3 - A Vida em quarentena,,Q71 (ANTIGA Q62). Por que você decidiu por NÃO estocar alimentos?,"Decidiu por NÃO estocar alimentos, pois precisa-se pensar no próximo",0.00,40.13,35.77,31.25
 3 - A Vida em quarentena,,Q71 (ANTIGA Q62). Por que você decidiu por NÃO estocar alimentos?,"Decidiu por NÃO estocar alimentos, por ter no mercado/não tem desabastecimento",0.00,30.28,30.35,30.51
 3 - A Vida em quarentena,,Q71 (ANTIGA Q62). Por que você decidiu por NÃO estocar alimentos?,"Decidiu por NÃO estocar alimentos, por estragar/Validade",0.00,17.60,18.96,18.40
 3 - A Vida em quarentena,,Q71 (ANTIGA Q62). Por que você decidiu por NÃO estocar alimentos?,"Decidiu por NÃO estocar alimentos, pois vai passar logo",0.00,7.71,6.65,5.61
 3 - A Vida em quarentena,,Q71 (ANTIGA Q62). Por que você decidiu por NÃO estocar alimentos?,"Decidiu por NÃO estocar alimentos, por não ter espaço",0.00,8.42,8.70,8.47
 3 - A Vida em quarentena,,Q71 (ANTIGA Q62). Por que você decidiu por NÃO estocar alimentos?,Não sabe o motivo para decidir por NÃO estocar alimentos,0.00,2.70,3.08,3.03
 3 - A Vida em quarentena,,"Q72 (ANTIGA Q47). Em quais aplicativos você faz compras de mercado (Alimentos, bebidas, produtos de limpeza, produtos de higiene pessoal e beleza, etc.)?",Fazem compras de mercado pelo Ifood,45.48,46.83,46.98,48.49
 3 - A Vida em quarentena,,"Q72 (ANTIGA Q47). Em quais aplicativos você faz compras de mercado (Alimentos, bebidas, produtos de limpeza, produtos de higiene pessoal e beleza, etc.)?",Fazem compras de mercado pelo Rappi,7.69,5.75,6.48,5.55
 3 - A Vida em quarentena,,"Q72 (ANTIGA Q47). Em quais aplicativos você faz compras de mercado (Alimentos, bebidas, produtos de limpeza, produtos de higiene pessoal e beleza, etc.)?",Fazem compras de mercado pelo UberEats,11.08,10.77,11.75,11.03
 3 - A Vida em quarentena,,"Q72 (ANTIGA Q47). Em quais aplicativos você faz compras de mercado (Alimentos, bebidas, produtos de limpeza, produtos de higiene pessoal e beleza, etc.)?",Fazem compras de mercado pelos Apps dos Mercados/Hipermercados,24.04,26.56,24.87,25.08
 3 - A Vida em quarentena,,"Q73 (ANTIGA Q48). Sobre pedir alimentos prontos por telefone/internet, escolha a alternativa abaixo que mais se encaixa no seu perfil:","Já pedia alimentos prontos por telefone/internet antes e agora continuo pedindo, sem aumentar a frequência",50.10,52.21,49.75,48.61
 3 - A Vida em quarentena,,"Q73 (ANTIGA Q48). Sobre pedir alimentos prontos por telefone/internet, escolha a alternativa abaixo que mais se encaixa no seu perfil:",Já pedia alimentos prontos por telefone/internet antes e agora estou pedindo mais vezes ,28.84,31.00,34.85,37.24
 3 - A Vida em quarentena,,"Q73 (ANTIGA Q48). Sobre pedir alimentos prontos por telefone/internet, escolha a alternativa abaixo que mais se encaixa no seu perfil:",Pedia alimentos prontos por telefone/internet mas deixei de pedir atualmente,21.06,16.79,15.40,14.15
 3 - A Vida em quarentena,QUARENTENA RELATIVA,Q74 (ANTIGA Q49). Em quais mercados você fez compras para essa quarentena?,Fizeram compras em Lojas e mercadinhos de rua/Mercearias ,42.95,44.33,44.89,42.35
 3 - A Vida em quarentena,QUARENTENA RELATIVA,Q74 (ANTIGA Q49). Em quais mercados você fez compras para essa quarentena?,Fizeram compras em Feiras e sacolões de bairro,20.48,22.25,23.32,22.65
 3 - A Vida em quarentena,QUARENTENA RELATIVA,Q74 (ANTIGA Q49). Em quais mercados você fez compras para essa quarentena?,Fizeram compras em Super e hipermercados,78.48,77.90,78.98,79.58
 3 - A Vida em quarentena,,Q74 (ANTIGA Q49). Em quais mercados você fez compras para essa quarentena?,Fizeram compras em Aplicativos de delivery,9.30,10.65,11.80,12.95
 3 - A Vida em quarentena,,Q75 (ANTIGA Q50). Você acredita que o seu consumo (produtos em geral) aumentou ou diminuiu nessa quarentena?,Aumentaram o consumo (produtos em geral),44.65,51.70,53.86,52.95
 3 - A Vida em quarentena,,Q75 (ANTIGA Q50). Você acredita que o seu consumo (produtos em geral) aumentou ou diminuiu nessa quarentena?,Diminuiram o consumo (produtos em geral),7.80,9.18,8.62,9.05
 3 - A Vida em quarentena,,Q75 (ANTIGA Q50). Você acredita que o seu consumo (produtos em geral) aumentou ou diminuiu nessa quarentena?,Consumo permanece o mesmo (produtos em geral),47.55,39.13,37.52,38.00
 3 - A Vida em quarentena,,Q76 (ANTIGA Q51). Quais produtos você tem consumido mais nesse período de quarentena?,Têm consumido mais alimentos congelados,35.88,28.93,30.19,29.28
 3 - A Vida em quarentena,,Q76 (ANTIGA Q51). Quais produtos você tem consumido mais nesse período de quarentena?,Têm consumido mais alimentos perecíveis,51.33,42.83,41.44,39.90
 3 - A Vida em quarentena,,Q76 (ANTIGA Q51). Quais produtos você tem consumido mais nesse período de quarentena?,Têm consumido mais alimentos não pereciveis ,45.88,37.10,36.47,34.03
 3 - A Vida em quarentena,FUGA NOS PRAZERES,Q76 (ANTIGA Q51). Quais produtos você tem consumido mais nesse período de quarentena?,Têm consumido mais bebidas alcoolicas ,13.78,16.13,17.12,18.20
 3 - A Vida em quarentena,,Q76 (ANTIGA Q51). Quais produtos você tem consumido mais nesse período de quarentena?,Têm consumido mais bebidas não álcoolicas ,22.45,19.38,19.87,18.35
 3 - A Vida em quarentena,EGODEMIA,Q76 (ANTIGA Q51). Quais produtos você tem consumido mais nesse período de quarentena?,Têm consumido mais produtos de higiene pessoal,55.88,45.10,46.29,47.35
 3 - A Vida em quarentena,REDESCOBERTA DO LAR,Q76 (ANTIGA Q51). Quais produtos você tem consumido mais nesse período de quarentena?,Têm consumido mais produtos de limpeza pra casa,47.08,41.80,43.76,43.60
 3 - A Vida em quarentena,,Q76 (ANTIGA Q51). Quais produtos você tem consumido mais nesse período de quarentena?,Têm consumido mais produtos de limpeza para carro,5.18,4.93,5.30,5.98
 3 - A Vida em quarentena,,Q76 (ANTIGA Q51). Quais produtos você tem consumido mais nesse período de quarentena?,Têm consumido mais medicamentos,20.28,19.50,20.87,22.30
 3 - A Vida em quarentena,,Q76 (ANTIGA Q51). Quais produtos você tem consumido mais nesse período de quarentena?,Têm consumido mais eletrônicos,16.00,14.60,15.17,15.93
 3 - A Vida em quarentena,FUGA NOS PRAZERES,Q76 (ANTIGA Q51). Quais produtos você tem consumido mais nesse período de quarentena?,Têm consumido mais produtos de beleza,9.60,10.48,10.87,13.30
 3 - A Vida em quarentena,,Q76 (ANTIGA Q51). Quais produtos você tem consumido mais nesse período de quarentena?,"Têm consumido mais suplementos alimentares (Vitamina C, vitamina D, polivitaminicos, etc)",18.58,15.53,17.30,18.05
 3 - A Vida em quarentena,FUGA NOS PRAZERES,Q76 (ANTIGA Q51). Quais produtos você tem consumido mais nesse período de quarentena?,"Têm consumido mais balas, chocolates e doces em geral ",32.60,32.93,33.19,32.83
 3 - A Vida em quarentena,FUGA NOS PRAZERES,Q76 (ANTIGA Q51). Quais produtos você tem consumido mais nesse período de quarentena?,"Têm consumido mais salgadinhos, amendoin e outros snacks ",27.30,26.40,27.82,28.95
 3 - A Vida em quarentena,FUGA NOS PRAZERES,Q76 (ANTIGA Q51). Quais produtos você tem consumido mais nesse período de quarentena?,Têm consumido mais refeições do tipo Fast Food ,16.70,19.08,20.80,23.03
 3 - A Vida em quarentena,,"Q77 (ANTIGA Q52). O quão disposto você está a mudar de marca (a marca que você costuma comprar), caso o item desejado esteja indisponível e/ou acima do preço habitual?","Sim, estou muito disposto a trocar de marca",37.28,34.38,33.12,31.95
 3 - A Vida em quarentena,,"Q77 (ANTIGA Q52). O quão disposto você está a mudar de marca (a marca que você costuma comprar), caso o item desejado esteja indisponível e/ou acima do preço habitual?",Estão dispostos a trocar de marca caso o item desejado esteja indisponível e/ou acima do preço habitual,48.10,46.90,46.64,48.73
 3 - A Vida em quarentena,,"Q77 (ANTIGA Q52). O quão disposto você está a mudar de marca (a marca que você costuma comprar), caso o item desejado esteja indisponível e/ou acima do preço habitual?","Não, não estão nada disposto a trocar de marca caso o item desejado esteja indisponível e/ou acima do preço habitual",14.63,18.73,20.25,19.33
 3 - A Vida em quarentena,,"Q78 (ANTIGA Q53). Em tempos de quarentena, você alterou a sua rotina de higiene pessoal?  (Escovar os dentes, Tomar banho, lavar as mãos, usar desodorante, lavar o cabelo)",Alteraram a sua rotina de higiene pessoal,57.78,52.03,54.06,52.75
 3 - A Vida em quarentena,,"Q78 (ANTIGA Q53). Em tempos de quarentena, você alterou a sua rotina de higiene pessoal?  (Escovar os dentes, Tomar banho, lavar as mãos, usar desodorante, lavar o cabelo)",Não alteraram a sua rotina de higiene pessoal,42.23,47.98,45.94,47.25
 3 - A Vida em quarentena,,Q79 (ANTIGA Q70). Quais foram as alterações da sua rotina de higiene pessoal?,Lavar as mãos mais vezes ao dia foi uma alteração da sua rotina de higiene pessoal,0.00,87.32,85.83,84.72
 3 - A Vida em quarentena,,Q79 (ANTIGA Q70). Quais foram as alterações da sua rotina de higiene pessoal?,Lavar roupas mais frequentemente foi uma alteração da sua rotina de higiene pessoal,0.00,50.40,50.62,53.69
 3 - A Vida em quarentena,REDESCOBERTA DO LAR,Q79 (ANTIGA Q70). Quais foram as alterações da sua rotina de higiene pessoal?,Limpar a casa mais frequentemente foi uma alteração da sua rotina de higiene pessoal,0.00,51.27,53.23,53.51
 3 - A Vida em quarentena,,Q79 (ANTIGA Q70). Quais foram as alterações da sua rotina de higiene pessoal?,Usar alcool em gel frequentemente foi uma alteração da sua rotina de higiene pessoal,0.00,72.54,75.20,75.42
 3 - A Vida em quarentena,,Q79 (ANTIGA Q70). Quais foram as alterações da sua rotina de higiene pessoal?,Usar máscara de proteção facial industrializada foi uma alteração da sua rotina de higiene pessoal,0.00,38.74,38.59,42.67
 3 - A Vida em quarentena,,Q79 (ANTIGA Q70). Quais foram as alterações da sua rotina de higiene pessoal?,Usar mascara de proteção feita em casa foi uma alteração da sua rotina de higiene pessoal,0.00,53.10,61.61,61.07
 3 - A Vida em quarentena,,Q79 (ANTIGA Q70). Quais foram as alterações da sua rotina de higiene pessoal?,Tomar banho mais vezes ao dia foi uma alteração da sua rotina de higiene pessoal,0.00,37.28,38.69,39.39
 3 - A Vida em quarentena,REDESCOBERTA DO LAR,Q79 (ANTIGA Q70). Quais foram as alterações da sua rotina de higiene pessoal?,Deixar os calçados fora de casa foi uma alteração da sua rotina de higiene pessoal,0.00,46.61,47.83,49.21
 3 - A Vida em quarentena,,Q79 (ANTIGA Q70). Quais foram as alterações da sua rotina de higiene pessoal?,Não sabem qual foi a alteração da sua rotina de higiene pessoal,0.00,1.75,1.68,1.31
